Student_ID,Attendance_Percent,Average_Marks,Assignments_Submitted,Late_Submissions,Previous_Failures,Attendance_Trend,Absenteeism_Risk,Late_Submission_Risk,Dropout_Risk
1244,69,29,10,1,1,Increasing,Medium,Low,Low
1245,54,53,4,5,3,Decreasing,High,High,High
1246,34,86,9,10,4,Stable,High,Low,Low
1247,40,91,3,7,0,Decreasing,High,High,High
1248,88,50,1,4,2,Increasing,Low,High,Low
1249,67,94,4,0,0,Increasing,High,Low,High
1250,34,90,1,7,3,Stable,High,High,High
1251,77,85,6,8,3,Increasing,Medium,High,Medium
1252,47,89,10,0,3,Stable,High,Low,Medium
1253,99,60,8,7,3,Decreasing,Medium,Low,High
1254,66,82,8,9,4,Stable,Low,Low,Low
1255,89,51,10,1,1,Decreasing,High,Low,Medium
1256,77,39,5,3,1,Increasing,Low,Low,Low
1257,57,76,0,1,4,Decreasing,High,High,High
1258,98,69,5,1,1,Decreasing,Low,Low,High
1259,69,99,4,9,3,Decreasing,Medium,High,Low
1260,74,44,3,2,1,Stable,Low,Low,Low
1261,91,31,5,7,0,Decreasing,High,Low,Low
1262,87,90,5,3,1,Stable,Low,Low,High
1263,96,58,5,6,0,Stable,High,High,Low
1264,85,36,1,9,2,Stable,Low,High,Low
1265,69,64,6,2,0,Increasing,High,Low,Low
1266,69,30,3,9,0,Increasing,High,High,Low
1267,62,89,8,10,3,Increasing,High,High,Medium
1268,35,42,9,2,3,Stable,High,Low,High
1269,48,89,1,1,3,Increasing,High,Low,Medium
1270,69,57,4,5,0,Decreasing,Low,High,Low
1271,88,21,3,5,4,Stable,Medium,High,Low
1272,88,98,8,0,3,Increasing,Low,Low,Low
1273,77,91,3,6,3,Stable,Medium,High,High
1274,70,56,7,3,0,Increasing,Medium,Low,Low
1275,42,68,7,10,2,Decreasing,High,High,Low
1276,74,71,5,2,2,Stable,High,Low,High
1277,82,52,5,7,1,Increasing,Medium,High,Medium
1278,71,41,10,1,2,Increasing,Medium,Low,Low
1279,92,24,7,8,3,Decreasing,High,Low,High
1280,56,37,9,7,4,Decreasing,High,High,High
1281,67,57,8,7,1,Increasing,Medium,Low,High
1282,89,56,4,2,4,Increasing,Low,High,High
1283,36,83,10,3,4,Stable,Low,Low,Medium
1284,34,29,0,1,3,Stable,High,Low,Low
1285,74,98,0,1,0,Increasing,Low,Low,Medium
1286,87,61,1,3,0,Decreasing,High,High,Low
1287,60,67,9,5,0,Stable,Low,High,High
1288,52,63,9,4,2,Increasing,High,High,Low
1289,71,35,4,0,0,Decreasing,High,High,High
1290,39,73,3,9,3,Decreasing,High,High,Medium
1291,61,54,0,0,2,Increasing,Low,High,High
1292,82,47,3,5,0,Increasing,Low,High,Medium
1293,59,21,3,2,4,Stable,High,Low,High
1294,68,32,9,2,3,Increasing,Medium,Low,Medium
1295,60,60,3,6,3,Stable,Low,High,High
1296,31,99,0,0,1,Decreasing,High,Low,Low
1297,41,78,8,0,3,Stable,High,High,High
1298,68,88,2,9,4,Increasing,Medium,High,High
1299,95,72,3,2,3,Stable,Low,High,High
1300,42,64,4,7,1,Decreasing,High,High,Medium
1301,75,39,6,0,3,Decreasing,Medium,Low,High
1302,56,43,5,9,3,Increasing,High,High,High
1303,46,80,4,3,1,Stable,High,Low,Low
1304,89,77,7,8,3,Increasing,Low,High,High
1305,93,46,0,3,2,Increasing,Low,Low,Low
1306,64,45,6,9,3,Decreasing,High,Low,High
1307,99,26,5,7,0,Stable,Low,High,Medium
1308,59,61,10,6,0,Increasing,High,High,Low
1309,92,66,4,2,2,Decreasing,Low,Low,High
1310,57,72,6,6,3,Increasing,High,High,High
1311,89,78,2,6,4,Stable,Low,High,Low
1312,66,57,0,9,3,Increasing,High,High,Medium
1313,51,88,8,2,0,Stable,High,Low,Medium
1314,97,72,1,1,1,Decreasing,Low,Low,Medium
1315,49,34,9,8,2,Decreasing,High,High,High
1316,97,45,2,0,1,Increasing,Medium,Low,Low
1317,93,67,7,6,4,Decreasing,Medium,High,Low
1318,46,38,9,3,3,Increasing,High,Low,Low
1319,41,28,8,1,4,Increasing,High,Low,Low
1320,51,83,2,1,1,Stable,High,Low,Medium
1321,46,73,5,7,3,Increasing,High,High,High
1322,39,70,6,6,4,Stable,Medium,High,Low
1323,94,58,0,6,0,Increasing,Medium,High,High
1324,51,23,6,4,0,Stable,High,High,High
1325,79,22,3,9,2,Decreasing,High,High,High
1326,43,83,4,7,0,Increasing,High,High,Low
1327,93,48,7,1,0,Stable,Medium,Low,Low
1328,76,30,3,1,1,Increasing,Low,High,High
1329,58,77,3,4,0,Stable,High,High,High
1330,65,94,7,0,0,Stable,High,Low,High
1331,81,46,4,5,1,Increasing,Low,Low,High
1332,36,40,5,3,0,Increasing,Low,High,Low
1333,58,58,10,5,0,Decreasing,High,High,Low
1334,40,65,4,6,2,Decreasing,High,High,Low
1335,62,85,0,2,0,Decreasing,Medium,Low,Medium
1336,35,55,6,10,0,Increasing,High,High,Medium
1337,61,94,5,7,2,Decreasing,Medium,High,Medium
1338,80,84,1,6,1,Stable,Low,High,Low
1339,87,82,10,0,0,Increasing,Low,Low,Low
1340,55,54,6,5,4,Stable,High,High,Low
1341,75,50,5,6,1,Stable,Medium,High,Medium
1342,58,47,4,10,1,Stable,High,High,High
1343,33,20,7,3,0,Increasing,High,Low,Low
1344,42,44,4,1,2,Increasing,High,High,High
1345,68,62,10,9,1,Decreasing,Low,High,High
1346,44,86,1,8,2,Decreasing,High,High,High
1347,58,82,5,6,4,Decreasing,High,Low,High
1348,58,70,0,0,2,Decreasing,High,Low,Medium
1349,61,21,4,7,3,Stable,High,High,High
1350,31,83,5,2,2,Increasing,High,Low,Medium
1351,76,93,6,3,1,Decreasing,Low,Low,Medium
1352,51,88,1,4,2,Stable,Low,High,Low
1353,56,28,0,0,2,Increasing,High,Low,Low
1354,96,21,5,5,3,Increasing,Medium,High,High
1355,85,53,2,9,3,Increasing,Low,High,Low
1356,50,79,4,5,0,Stable,High,High,Low
1357,76,80,10,1,1,Decreasing,Low,Low,Medium
1358,88,50,1,10,0,Increasing,Low,High,Medium
1359,35,29,0,9,3,Stable,Low,High,Medium
1360,48,95,0,5,2,Increasing,Low,High,High
1361,86,55,10,7,3,Stable,Medium,Low,Low
1362,98,68,3,5,4,Decreasing,Low,High,Medium
1363,32,89,9,3,2,Decreasing,Medium,Low,High
1364,30,68,1,3,0,Increasing,High,Low,Low
1365,87,22,0,8,2,Decreasing,Medium,High,Low
1366,67,93,5,5,4,Decreasing,Low,Low,Medium
1367,44,24,3,7,3,Stable,High,High,Low
1368,63,80,9,7,1,Stable,Medium,High,Medium
1369,90,45,6,6,1,Increasing,Medium,High,High
1370,64,91,10,2,1,Stable,Medium,Low,Low
1371,93,24,5,9,3,Decreasing,Low,High,Medium
1372,54,34,4,0,1,Stable,High,Low,High
1373,53,35,9,4,4,Decreasing,High,High,Low
1374,41,20,1,9,3,Increasing,High,High,Low
1375,47,35,4,9,1,Decreasing,High,High,Low
1376,44,56,8,1,0,Stable,High,High,High
1377,56,22,8,9,3,Stable,High,High,Low
1378,89,71,1,1,3,Stable,Low,Low,Low
1379,75,66,6,6,2,Stable,Low,High,Low
1380,46,32,9,10,1,Increasing,High,Low,Low
1381,82,99,3,2,0,Decreasing,Low,Low,Medium
1382,37,74,2,7,4,Stable,High,High,High
1383,56,40,10,8,3,Decreasing,High,Low,High
1384,75,85,0,7,4,Increasing,Low,High,Medium
1385,79,73,2,5,4,Decreasing,Medium,High,Low
1386,32,46,10,4,4,Stable,High,Low,Low
1387,93,57,8,2,2,Decreasing,High,Low,Low
1388,73,77,8,2,4,Stable,Medium,Low,Medium
1389,82,81,6,6,1,Stable,Low,High,Medium
1390,53,65,2,4,1,Increasing,High,High,High
1391,89,30,2,5,0,Increasing,Low,High,Low
1392,32,91,3,5,0,Decreasing,High,High,Low
1393,49,27,6,8,4,Decreasing,High,High,Low
1394,75,90,6,0,4,Stable,Medium,Low,Medium
1395,44,83,1,7,2,Stable,Low,High,Low
1396,54,40,4,9,4,Stable,Low,High,High
1397,46,91,6,4,4,Stable,High,High,High
1398,38,82,6,5,4,Increasing,High,Low,High
1399,67,83,5,5,3,Stable,High,High,High
1400,77,39,9,0,3,Increasing,Medium,High,Low
1401,89,27,9,2,2,Decreasing,Low,Low,Low
1402,92,77,7,5,2,Decreasing,Medium,High,High
1403,31,65,2,10,1,Increasing,High,High,High
1404,40,50,0,10,2,Stable,High,High,High
1405,93,28,2,8,1,Decreasing,Low,High,High
1406,50,34,10,5,4,Increasing,Low,High,Low
1407,47,45,1,5,2,Decreasing,High,High,High
1408,93,29,1,0,2,Stable,Medium,Low,Medium
1409,67,48,1,8,2,Increasing,High,High,High
1410,61,99,4,3,1,Decreasing,Low,Low,Medium
1411,40,55,0,1,1,Stable,Low,High,Medium
1412,74,56,9,0,0,Increasing,Low,Low,Low
1413,62,90,3,2,1,Increasing,Low,Low,Low
1414,70,42,9,2,1,Increasing,High,Low,High
1415,37,60,4,4,3,Increasing,High,High,High
1416,40,99,1,0,2,Decreasing,High,Low,High
1417,80,47,4,6,1,Increasing,Low,High,High
1418,70,67,9,0,2,Increasing,High,Low,High
1419,46,57,3,3,2,Increasing,High,Low,Low
1420,75,50,7,5,3,Increasing,Medium,High,Low
1421,61,33,0,0,2,Increasing,Low,Low,High
1422,83,92,4,6,1,Stable,Low,High,Medium
1423,49,96,10,9,2,Decreasing,High,Low,High
1424,62,48,9,6,0,Stable,Low,Low,High
1425,69,70,0,2,0,Decreasing,Medium,Low,Low
1426,61,68,9,3,3,Increasing,High,Low,Medium
1427,31,62,9,5,1,Decreasing,High,High,High
1428,62,91,3,10,3,Increasing,Low,High,Low
1429,59,24,7,6,0,Increasing,High,High,Medium
1430,62,61,0,3,1,Stable,High,Low,High
1431,55,26,10,9,2,Stable,High,High,High
1432,51,61,1,10,1,Stable,High,High,High
1433,95,55,0,8,4,Decreasing,Medium,High,Medium
1434,67,46,10,8,1,Decreasing,Medium,High,Medium
1435,75,77,6,8,2,Stable,Low,High,Low
1436,44,65,1,9,4,Stable,High,Low,Low
1437,73,85,0,5,3,Increasing,High,High,Low
1438,78,44,5,1,1,Decreasing,Low,Low,Medium
1439,90,92,5,1,3,Increasing,Low,Low,Low
1440,96,46,9,10,1,Decreasing,Low,High,Low
1441,35,20,1,3,0,Stable,High,High,High
1442,38,93,0,8,0,Decreasing,High,High,High
1443,35,61,9,2,2,Decreasing,High,High,High
1444,61,71,2,5,0,Increasing,Low,High,Medium
1445,70,44,9,1,4,Stable,Medium,Low,Low
1446,37,73,4,0,4,Stable,High,Low,High
1447,79,86,5,4,1,Stable,Low,High,Low
1448,91,25,2,7,3,Increasing,Medium,High,High
1449,91,77,8,9,4,Increasing,Medium,High,Low
1450,36,89,10,9,1,Increasing,High,High,Low
1451,33,72,4,1,3,Decreasing,High,Low,Low
1452,35,85,1,9,0,Decreasing,High,High,High
1453,87,77,9,8,1,Increasing,Medium,High,Low
1454,51,21,5,7,3,Increasing,High,Low,High
1455,55,95,7,2,2,Stable,High,Low,Low
1456,32,41,10,0,2,Decreasing,High,Low,High
1457,70,56,5,3,4,Decreasing,High,Low,Low
1458,89,39,3,7,3,Stable,Medium,Low,Low
1459,43,43,5,2,2,Stable,High,Low,Low
1460,41,84,7,9,4,Stable,High,High,Medium
1461,41,84,7,1,1,Increasing,High,Low,Medium
1462,42,20,9,6,1,Increasing,High,High,High
1463,54,22,1,3,3,Increasing,Medium,Low,High
1464,74,65,7,5,3,Increasing,Medium,High,High
1465,48,74,5,4,3,Increasing,Medium,High,Low
1466,84,94,1,1,3,Decreasing,Medium,Low,Low
1467,74,83,0,9,2,Decreasing,Low,High,Low
1468,37,64,5,1,2,Decreasing,High,Low,High
1469,82,45,6,8,4,Stable,Low,Low,Medium
1470,84,96,9,10,2,Decreasing,Medium,Low,Medium
1471,61,84,4,9,1,Stable,Low,High,Low
1472,80,43,9,1,4,Decreasing,Medium,Low,High
1473,73,93,7,7,2,Increasing,Low,Low,Low
1474,99,54,10,7,3,Decreasing,Medium,High,High
1475,47,43,8,0,2,Increasing,High,Low,High
1476,51,47,3,0,0,Increasing,Low,Low,Low
1477,66,99,6,3,4,Decreasing,Low,Low,Low
1478,85,35,7,1,2,Decreasing,Low,High,Low
1479,88,78,5,0,2,Increasing,Medium,Low,High
1480,32,73,1,8,1,Stable,High,High,High
1481,57,98,6,2,3,Stable,High,Low,High
1482,64,35,8,0,3,Decreasing,High,Low,Low
1483,90,34,4,1,1,Increasing,Medium,Low,High
1484,83,30,1,7,1,Stable,Low,High,Low
1485,92,84,3,4,0,Decreasing,Low,High,Low
1486,36,98,2,10,4,Decreasing,High,High,Low
1487,78,87,3,6,3,Increasing,Low,High,High
1488,60,62,9,5,1,Stable,High,Low,High
1489,87,88,6,0,1,Decreasing,Low,Low,Low
1490,90,32,9,5,4,Stable,Medium,High,Low
1491,53,29,7,10,1,Decreasing,High,High,Low
1492,49,94,0,6,0,Decreasing,Medium,High,High
1493,66,60,7,3,4,Stable,High,Low,Low
1494,33,69,4,7,0,Stable,High,High,Medium
1495,49,90,6,7,2,Increasing,Low,Low,Medium
1496,89,78,10,6,3,Increasing,Medium,Low,Low
1497,53,58,10,10,1,Increasing,Low,Low,Medium
1498,79,22,0,1,4,Increasing,Low,Low,High
1499,78,95,1,5,0,Stable,Medium,High,Medium
1500,80,26,0,5,3,Increasing,Medium,High,High
1501,65,68,4,6,3,Stable,Medium,High,Medium
1502,95,45,5,5,1,Decreasing,Low,Low,Medium
1503,63,52,9,1,3,Stable,High,High,High
1504,65,67,8,7,1,Increasing,Low,Low,Low
1505,35,98,7,3,2,Stable,High,Low,Low
1506,68,21,6,8,1,Stable,Low,High,Low
1507,71,90,4,7,0,Stable,Medium,High,High
1508,87,51,2,2,3,Stable,Medium,Low,High
1509,41,23,8,2,3,Stable,High,Low,Low
1510,32,39,4,7,3,Increasing,Low,High,High
1511,47,55,2,1,1,Stable,High,Low,Medium
1512,69,51,2,8,4,Increasing,Low,Low,High
1513,50,47,2,3,1,Decreasing,High,Low,High
1514,44,96,5,5,0,Stable,High,High,Low
1515,55,20,0,2,1,Decreasing,High,High,Low
1516,37,79,10,2,3,Increasing,High,Low,Low
1517,71,75,3,2,2,Stable,Low,Low,Low
1518,73,54,7,10,0,Decreasing,Medium,Low,Low
1519,43,49,2,9,2,Increasing,Low,High,High
1520,31,73,4,1,0,Decreasing,High,High,High
1521,66,55,1,7,0,Stable,High,High,Medium
1522,98,74,1,8,3,Stable,Low,High,High
1523,67,99,10,7,1,Stable,Low,High,Low
1524,70,77,6,9,3,Increasing,Medium,Low,Medium
1525,91,84,9,2,3,Decreasing,Low,Low,Low
1526,89,88,2,6,3,Increasing,Low,High,Low
1527,43,70,4,10,2,Decreasing,Low,High,High
1528,31,41,2,9,0,Increasing,High,High,Low
1529,99,72,5,1,4,Stable,Medium,Low,Low
1530,46,55,9,3,1,Decreasing,High,Low,Low
1531,57,87,2,5,3,Decreasing,Low,High,Low
1532,95,55,7,10,0,Decreasing,Medium,High,Medium
1533,64,71,1,4,1,Increasing,Low,High,Low
1534,34,72,2,8,4,Stable,High,High,High
1535,94,69,7,9,4,Decreasing,Medium,High,Low
1536,69,99,7,3,3,Increasing,Medium,Low,Low
1537,85,60,0,4,4,Decreasing,Low,High,High
1538,65,37,7,3,4,Stable,Medium,Low,Low
1539,74,41,9,7,1,Decreasing,High,High,Low
1540,52,85,1,7,1,Stable,Low,High,Low
1541,76,40,6,2,3,Increasing,Low,Low,Low
1542,60,63,5,0,0,Increasing,Low,Low,Low
1543,40,66,1,5,3,Stable,High,High,High
1544,39,58,4,1,2,Stable,High,Low,Low
1545,96,48,6,1,4,Increasing,Low,Low,Low
1546,43,73,7,2,0,Stable,High,Low,Low
1547,39,36,2,7,1,Stable,High,High,High
1548,30,99,0,2,2,Decreasing,Medium,Low,Medium
1549,34,79,6,6,2,Increasing,High,High,Low
1550,49,50,4,9,4,Increasing,Low,High,Medium
1551,37,92,4,9,1,Stable,Medium,High,Medium
1552,72,97,6,8,0,Stable,Low,High,Low
1553,30,68,0,7,1,Stable,High,Low,Medium
1554,86,21,7,0,4,Increasing,Low,Low,Medium
1555,93,67,9,6,2,Decreasing,Low,High,High
1556,57,33,4,6,4,Increasing,High,Low,High
1557,66,78,7,7,3,Decreasing,Medium,High,High
1558,76,77,9,9,2,Stable,Low,High,Medium
1559,66,77,9,4,4,Increasing,Medium,High,Medium
1560,78,70,4,9,0,Decreasing,Medium,Low,Low
1561,73,21,6,8,0,Increasing,High,Low,High
1562,85,60,9,8,0,Decreasing,Medium,High,High
1563,57,35,2,7,3,Decreasing,High,High,Low
1564,35,23,1,5,1,Increasing,Medium,High,Medium
1565,90,31,5,5,0,Stable,High,Low,Medium
1566,49,48,4,0,3,Increasing,Medium,High,High
1567,31,26,8,5,0,Stable,High,High,High
1568,66,33,9,3,3,Decreasing,High,Low,Low
1569,49,31,3,3,0,Decreasing,High,Low,Medium
1570,55,24,10,1,1,Increasing,Low,Low,High
1571,58,51,2,10,4,Increasing,Low,High,High
1572,30,93,8,3,0,Stable,High,High,Low
1573,64,62,7,4,4,Stable,High,High,High
1574,99,88,5,4,0,Increasing,Low,Low,Medium
1575,88,64,0,4,1,Stable,Low,High,Low
1576,98,28,9,3,4,Stable,Medium,Low,High
1577,62,68,10,0,3,Increasing,Medium,Low,Low
1578,80,52,0,9,0,Increasing,Low,High,High
1579,41,37,5,7,0,Decreasing,High,High,High
1580,49,28,2,2,3,Decreasing,High,Low,Medium
1581,82,81,2,1,1,Increasing,Medium,Low,Medium
1582,72,76,5,8,2,Decreasing,Medium,High,High
1583,79,48,2,6,0,Stable,Low,High,Low
1584,58,97,10,8,3,Increasing,High,Low,High
1585,86,44,9,1,2,Decreasing,Medium,Low,Low
1586,68,34,5,8,0,Increasing,Medium,High,High
1587,85,25,4,9,4,Decreasing,Medium,High,Low
1588,72,61,3,8,3,Increasing,Medium,High,Low
1589,79,48,7,10,4,Stable,Medium,Low,High
1590,52,98,1,8,1,Decreasing,High,High,Medium
1591,73,23,10,9,2,Increasing,Low,High,Low
1592,67,76,6,9,3,Stable,Medium,Low,High
1593,52,68,3,3,0,Decreasing,Low,Low,Low
1594,74,63,1,9,0,Decreasing,High,High,Low
1595,81,99,6,2,2,Increasing,Medium,High,High
1596,79,94,0,5,4,Stable,Medium,High,Low
1597,37,33,3,2,4,Increasing,High,High,High
1598,30,22,8,10,3,Decreasing,High,High,High
1599,37,81,3,8,3,Increasing,High,High,High
1600,58,83,2,2,4,Increasing,High,Low,Medium
1601,34,64,9,1,3,Stable,High,High,High
1602,76,77,9,7,4,Stable,Low,High,High
1603,63,39,1,5,2,Decreasing,High,High,Low
1604,94,77,2,7,3,Stable,Medium,High,High
1605,84,76,0,6,4,Increasing,Medium,High,Medium
1606,72,96,9,2,3,Decreasing,Low,Low,Medium
1607,59,87,7,7,0,Stable,High,Low,High
1608,46,97,0,9,0,Increasing,High,High,Low
1609,55,71,2,0,1,Increasing,High,High,High
1610,37,56,2,0,4,Decreasing,High,High,Low
1611,76,27,1,9,1,Decreasing,Low,High,Medium
1612,75,63,4,7,4,Stable,Medium,High,Low
1613,97,24,9,8,3,Stable,Medium,Low,High
1614,62,88,2,9,4,Stable,Low,High,Low
1615,30,50,2,5,0,Stable,High,High,High
1616,48,64,7,4,3,Decreasing,High,High,High
1617,60,28,3,1,0,Increasing,Low,Low,Low
1618,43,51,3,10,3,Increasing,Medium,High,Low
1619,82,52,2,8,4,Stable,Medium,High,High
1620,77,86,10,5,4,Decreasing,Medium,High,Low
1621,98,49,0,7,0,Stable,Low,High,Low
1622,91,95,7,8,2,Stable,Low,Low,Medium
1623,95,48,0,8,4,Decreasing,Low,High,High
1624,93,22,6,7,2,Increasing,Low,High,High
1625,99,76,4,9,3,Increasing,Medium,High,High
1626,92,49,3,7,2,Stable,Low,High,High
1627,62,28,3,2,0,Decreasing,High,Low,High
1628,70,45,7,2,1,Increasing,Low,Low,High
1629,77,21,10,1,1,Increasing,Low,Low,Medium
1630,42,81,10,0,0,Decreasing,High,Low,High
1631,60,22,5,3,1,Decreasing,Medium,Low,High
1632,97,65,0,1,0,Increasing,Medium,Low,High
1633,33,87,9,1,4,Stable,High,High,Medium
1634,48,44,7,10,2,Stable,High,Low,High
1635,99,70,1,10,1,Increasing,Low,High,Low
1636,42,32,5,4,4,Stable,High,High,Low
1637,52,63,8,3,1,Stable,High,Low,High
1638,30,54,0,0,3,Decreasing,High,High,High
1639,83,74,5,8,0,Decreasing,Medium,Low,Low
1640,44,28,7,3,0,Decreasing,High,Low,High
1641,94,21,9,4,4,Stable,Medium,High,High
1642,44,80,1,6,3,Decreasing,High,Low,High
1643,50,60,4,1,2,Decreasing,High,High,High
1644,48,63,5,7,3,Increasing,Low,High,Medium
1645,89,83,4,10,3,Decreasing,High,High,Low
1646,62,50,2,1,2,Increasing,High,Low,Medium
1647,78,66,3,10,2,Stable,Low,Low,Low
1648,64,21,6,9,3,Decreasing,Low,Low,Medium
1649,73,96,3,4,1,Increasing,High,Low,Medium
1650,40,88,8,1,1,Increasing,High,Low,High
1651,95,77,10,1,3,Increasing,Low,Low,Low
1652,75,63,9,3,1,Stable,Low,Low,Medium
1653,38,93,1,3,2,Decreasing,High,Low,High
1654,32,75,4,7,2,Stable,High,Low,High
1655,55,62,7,5,1,Increasing,High,Low,High
1656,77,53,4,9,2,Stable,Low,High,High
1657,95,49,9,7,0,Stable,High,High,Low
1658,99,90,7,6,2,Increasing,Low,High,High
1659,57,89,7,9,3,Decreasing,High,High,High
1660,55,74,8,3,4,Decreasing,High,Low,Low
1661,54,86,9,1,1,Stable,High,Low,Low
1662,41,32,5,8,1,Decreasing,High,High,High
1663,34,22,3,1,2,Increasing,High,High,High
1664,77,45,10,0,2,Decreasing,Medium,Low,High
1665,66,76,2,7,4,Stable,High,High,Low
1666,73,43,4,9,4,Increasing,Medium,High,High
1667,44,72,5,8,3,Increasing,High,Low,Medium
1668,72,89,2,0,0,Increasing,Low,Low,Low
1669,77,62,1,6,3,Stable,Medium,High,Medium
1670,99,79,6,1,1,Stable,Low,Low,Medium
1671,75,77,10,5,2,Decreasing,Low,High,Medium
1672,72,68,4,10,3,Stable,High,High,High
1673,50,61,8,4,2,Increasing,High,High,Low
1674,52,95,2,0,2,Stable,High,Low,Medium
1675,76,85,7,1,3,Stable,Medium,Low,High
1676,44,30,5,1,3,Decreasing,High,Low,Medium
1677,54,37,3,9,4,Increasing,High,High,Low
1678,65,71,8,9,0,Decreasing,High,High,High
1679,80,65,4,5,4,Decreasing,Low,High,Low
1680,44,63,9,10,0,Decreasing,High,High,Medium
1681,97,41,5,0,3,Increasing,Medium,Low,Low
1682,50,72,8,10,0,Decreasing,High,Low,Low
1683,42,78,6,3,1,Increasing,High,High,Low
1684,48,49,4,9,4,Decreasing,High,Low,Low
1685,63,27,1,10,4,Decreasing,High,Low,High
1686,97,76,3,4,4,Increasing,Medium,High,High
1687,81,92,1,1,2,Stable,Medium,High,Medium
1688,56,39,2,1,2,Decreasing,High,Low,Low
1689,58,44,9,6,3,Stable,High,High,Low
1690,57,38,2,6,3,Decreasing,High,High,High
1691,64,24,3,5,2,Stable,Medium,High,High
1692,37,94,5,0,4,Stable,High,Low,Low
1693,45,98,2,2,2,Stable,High,High,Medium
1694,65,91,9,8,0,Stable,High,High,Low
1695,59,46,0,9,4,Stable,High,High,Low
1696,47,59,0,0,2,Increasing,Medium,Low,High
1697,31,45,8,1,3,Stable,High,Low,High
1698,78,46,8,7,2,Increasing,Low,High,Low
1699,33,81,4,6,1,Decreasing,High,High,High
1700,36,69,8,8,2,Increasing,Medium,Low,High
1701,68,61,10,9,4,Stable,Low,Low,Medium
1702,42,48,6,3,2,Increasing,Low,Low,High
1703,60,58,8,3,3,Stable,Low,Low,Medium
1704,92,79,6,6,0,Increasing,High,High,Low
1705,85,60,8,0,1,Decreasing,High,Low,Low
1706,71,52,1,9,4,Stable,Medium,High,High
1707,90,35,10,8,3,Stable,Medium,High,Low
1708,71,42,10,1,1,Increasing,Low,Low,High
1709,85,26,7,0,2,Increasing,High,Low,High
1710,65,45,6,6,1,Increasing,Low,High,Medium
1711,97,31,5,5,0,Increasing,Medium,High,Low
1712,36,91,4,2,1,Increasing,High,Low,Low
1713,83,24,3,0,1,Stable,Low,Low,High
1714,30,88,6,4,2,Decreasing,High,Low,High
1715,73,68,2,9,2,Increasing,Medium,High,Low
1716,74,45,7,3,4,Stable,High,Low,High
1717,76,24,1,4,2,Decreasing,Low,High,Low
1718,42,41,0,0,1,Decreasing,High,High,High
1719,51,98,10,0,0,Increasing,Medium,High,Low
1720,50,32,1,4,2,Stable,High,High,High
1721,38,47,8,5,4,Stable,High,High,High
1722,55,52,4,4,4,Stable,High,High,Low
1723,38,42,10,1,1,Stable,High,Low,High
1724,44,37,7,8,2,Stable,High,High,High
1725,39,49,2,4,2,Decreasing,High,High,High
1726,71,45,6,10,4,Decreasing,High,Low,High
1727,53,35,1,10,2,Decreasing,High,High,High
1728,78,96,7,4,1,Stable,Medium,Low,Medium
1729,55,58,6,9,0,Decreasing,High,High,High
1730,66,52,4,8,1,Decreasing,High,Low,Low
1731,97,45,10,2,2,Increasing,Medium,Low,Medium
1732,79,67,3,4,1,Decreasing,High,High,Medium
1733,53,84,0,4,3,Increasing,Medium,High,Low
1734,48,57,4,1,3,Stable,High,High,Low
1735,89,21,8,10,2,Stable,Low,Low,Medium
1736,68,25,9,3,2,Stable,Medium,Low,High
1737,47,65,3,10,0,Stable,High,Low,Medium
1738,48,69,8,10,1,Decreasing,High,High,High
1739,65,57,1,1,0,Increasing,Medium,Low,Low
1740,84,37,3,4,2,Stable,Medium,High,Low
1741,98,46,8,9,2,Stable,High,High,High
1742,76,60,3,1,4,Increasing,Low,Low,Medium
1743,78,91,4,9,0,Increasing,Low,High,Low
1744,62,93,10,8,2,Increasing,High,Low,Medium
1745,50,36,7,9,3,Increasing,High,High,High
1746,51,81,0,5,4,Increasing,High,High,High
1747,77,48,0,7,1,Decreasing,Low,High,Low
1748,66,77,8,8,4,Increasing,Medium,High,Low
1749,44,89,8,7,1,Decreasing,High,High,High
1750,64,97,3,4,3,Increasing,High,High,High
1751,61,41,1,4,1,Increasing,Medium,High,High
1752,40,25,8,5,0,Stable,High,Low,Low
1753,39,45,3,0,1,Stable,High,High,Low
1754,86,58,5,10,1,Stable,Low,High,Medium
1755,54,31,0,7,4,Stable,High,High,Low
1756,31,33,8,1,3,Stable,High,Low,Low
1757,93,41,4,5,1,Stable,Low,High,Low
1758,64,70,2,8,0,Increasing,High,High,High
1759,36,42,3,2,4,Increasing,High,Low,High
1760,47,67,0,1,3,Stable,Low,Low,Medium
1761,96,90,8,9,3,Stable,Medium,Low,Medium
1762,71,69,7,4,2,Stable,Medium,Low,Low
1763,68,32,3,10,0,Increasing,High,High,High
1764,70,29,1,8,4,Stable,Low,High,Low
1765,53,74,8,5,4,Stable,High,High,High
1766,89,28,3,7,0,Increasing,Low,High,High
1767,75,98,8,7,3,Increasing,Medium,High,Medium
1768,48,71,9,6,1,Decreasing,High,High,High
1769,97,21,2,4,0,Stable,Medium,High,High
1770,71,44,6,1,4,Increasing,High,Low,Low
1771,61,32,6,9,0,Decreasing,Low,High,Low
1772,68,70,9,9,3,Increasing,Low,High,High
1773,65,77,3,4,2,Decreasing,Medium,High,Low
1774,65,53,1,6,2,Decreasing,High,High,High
1775,32,54,10,6,1,Stable,High,High,High
1776,37,22,8,10,1,Stable,High,Low,High
1777,99,78,3,1,3,Decreasing,High,High,High
1778,70,89,7,6,1,Stable,Low,High,Medium
1779,97,67,1,5,2,Increasing,High,High,Low
